Daily Rainfall Total (mm),Min Temperature (deg C),Maximum Temperature (deg C),Min Wind Speed (km/h),Max Wind Speed (km/h),Sunshine Duration (hrs),Cloud Cover (%),Wet Bulb Temperature (deg F),Relative Humidity (%),Air Pressure (hPa),Daily Solar Panel Efficiency,Wind Direction_East,Wind Direction_North,Wind Direction_Northeast,Wind Direction_Northwest,Wind Direction_South,Wind Direction_Southeast,Wind Direction_Southwest,Wind Direction_West,Dew Point Category_0,Dew Point Category_1,Dew Point Category_2,Dew Point Category_3,Dew Point Category_4
22.4,27.6,30.7,7.2,50.8,3.37,66.0,57.8,100.0,1006,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.8,28.2,32.4,4.7,20.5,8.73,11.0,58.8,100.0,1007,2,0,0,0,0,0,0,0,1,0,0,1,0,0
7.0,26.8,30.7,5.0,40.0,5.99,36.0,59.1,100.0,1009,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.6,27.2,31.2,5.4,24.8,8.1,9.0,58.2,99.4,1004,2,0,0,0,1,0,0,0,0,0,0,0,1,0
9.2,27.1,30.1,5.0,30.6,6.65,43.0,58.7,100.0,1006,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.4,27.3,30.0,5.8,30.6,7.52,20.0,58.0,81.7,1005,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,28.8,33.0,6.1,24.1,8.51,16.0,58.6,100.0,1009,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,28.7,32.6,6.8,27.4,8.14,23.0,58.3,98.7,1007,2,0,0,0,0,1,0,0,0,0,0,0,1,0
64.4,27.0,30.0,5.4,33.5,0.83,100.0,58.5,100.0,1005,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,27.8,30.8,6.5,26.6,8.04,17.0,58.3,100.0,1008,2,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,27.6,31.4,6.5,24.8,8.28,15.0,58.2,97.7,1005,2,0,0,0,0,1,0,0,0,0,0,0,1,0
29.4,27.0,31.6,5.4,38.5,3.99,80.0,58.3,100.0,1012,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.8,27.9,31.5,6.1,22.0,8.49,13.0,58.8,92.1,1006,2,0,0,0,0,1,0,0,0,0,0,0,1,0
1.8,28.0,31.3,4.7,25.2,8.05,12.0,59.0,86.8,1008,2,0,0,0,0,0,1,0,0,0,0,0,1,0
1.4,27.4,28.9,4.3,21.2,8.25,15.0,58.1,100.0,1011,2,0,0,0,0,0,0,0,1,0,0,0,1,0
1.2,27.6,29.8,6.8,35.6,6.92,33.0,57.9,98.1,1012,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,27.3,29.5,7.2,29.2,7.65,14.0,57.8,100.0,1001,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.8,26.4,28.1,6.8,25.2,7.83,17.0,56.5,86.3,1008,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,28.1,31.8,7.2,-26.3,8.17,13.0,56.7,99.2,1008,2,0,0,0,0,0,0,0,1,0,0,0,1,0
21.6,27.7,32.6,6.8,35.6,5.16,69.0,59.2,100.0,1001,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,28.5,32.7,6.8,28.4,8.05,15.0,58.0,83.2,1006,2,0,0,1,0,0,0,0,0,0,0,0,1,0
2.0,27.5,30.6,6.1,29.9,7.49,20.0,57.2,99.5,1001,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7.6,26.5,29.8,7.2,47.2,5.12,32.0,56.5,100.0,1009,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,28.4,33.1,6.5,29.5,7.98,26.0,56.8,100.0,1001,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,28.6,33.0,10.8,40.0,6.92,13.0,55.6,95.0,1011,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3.0,28.5,33.4,7.6,36.0,7.06,26.0,55.6,100.0,1008,1,0,0,0,0,0,1,0,0,0,0,0,1,0
12.2,26.7,31.8,6.5,31.3,6.45,47.0,57.4,100.0,1009,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19.6,27.0,30.5,6.5,28.1,5.9,67.0,58.1,100.0,1013,2,0,0,0,0,1,0,0,0,0,0,0,1,0
73.0,26.3,32.5,7.2,36.4,0.0,100.0,58.2,100.0,1007,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,27.6,31.2,8.3,34.6,7.28,17.0,55.3,96.7,1005,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.4,27.0,32.0,7.6,31.0,7.58,15.0,58.2,100.0,1014,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,26.6,29.1,6.5,19.4,8.59,13.0,58.8,100.0,1008,2,1,0,0,0,0,0,0,0,0,0,0,0,1
0.8,27.4,31.2,10.1,36.7,6.99,22.0,59.2,100.0,1011,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,26.6,30.2,5.4,29.5,7.69,19.0,59.0,97.9,1010,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.6,26.4,29.0,7.2,24.8,7.98,21.0,58.8,100.0,1011,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2.8,26.6,30.4,7.6,31.7,7.21,22.0,58.6,97.6,1006,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,28.3,32.3,6.8,29.2,7.93,14.0,59.4,100.0,1012,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,28.9,32.9,7.6,30.2,7.89,20.0,59.6,100.0,1006,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.8,28.9,33.7,8.3,27.0,8.21,20.0,59.8,97.6,1015,2,1,0,0,0,0,0,0,0,0,0,0,0,1
3.0,27.9,31.8,9.4,29.9,7.51,23.0,-59.5,100.0,1010,1,0,0,0,1,0,0,0,0,0,0,0,0,1
26.4,26.7,31.9,7.9,38.9,4.28,78.0,58.9,100.0,1014,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,27.1,31.3,7.2,27.7,7.98,19.0,58.9,100.0,1006,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10.8,26.9,32.3,6.5,40.0,5.77,43.0,58.9,100.0,1010,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,27.1,31.3,7.2,26.6,8.09,22.0,58.5,100.0,1011,2,0,1,0,0,0,0,0,0,0,0,0,1,0
6.0,26.5,32.0,7.6,28.8,7.34,31.0,57.7,100.0,1007,1,0,0,0,0,0,1,0,0,0,0,1,0,0
60.6,25.1,28.0,7.6,38.5,0.51,100.0,58.4,100.0,1007,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1.8,27.0,30.8,9.4,30.6,7.46,18.0,58.7,100.0,1016,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,27.4,30.7,12.6,46.1,6.08,31.0,58.7,87.2,1011,1,0,0,1,0,0,0,0,0,0,0,0,1,0
15.0,26.7,31.7,7.2,31.0,6.19,62.0,58.6,100.0,1015,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23.4,26.9,32.4,7.2,34.9,5.03,64.0,58.9,100.0,1004,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5.4,27.2,31.9,7.9,29.2,7.35,30.0,59.1,100.0,1013,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,27.5,31.2,8.6,27.4,8.0,24.0,57.5,91.2,1010,2,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,27.4,31.1,12.2,37.1,7.02,13.0,58.0,86.8,1010,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1.6,26.6,29.6,15.1,43.2,6.1,32.0,58.1,100.0,1011,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.2,26.6,29.8,15.8,44.6,6.12,30.0,58.0,100.0,1008,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.8,26.6,30.1,12.6,39.2,6.63,32.0,57.7,100.0,1010,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,27.6,31.0,12.6,36.7,7.05,26.0,58.8,81.0,1007,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,27.8,31.2,9.7,29.2,7.82,17.0,59.0,85.9,1010,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,27.5,31.3,9.4,30.6,7.69,20.0,58.8,100.0,1010,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0.0,26.9,31.6,9.0,36.0,7.18,14.0,-58.9,100.0,1009,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,27.4,30.8,10.1,30.6,7.64,21.0,58.9,100.0,1012,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,27.3,30.5,12.6,35.3,7.14,10.0,58.7,98.2,1010,1,0,0,1,0,0,0,0,0,0,0,0,1,0
22.0,25.2,27.6,7.9,28.8,5.3,73.0,57.8,100.0,1009,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,27.2,30.9,10.8,32.4,7.47,14.0,-58.7,99.4,1011,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,27.1,31.3,7.9,25.6,8.19,17.0,58.2,85.9,1012,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,27.3,31.1,12.6,31.7,7.56,14.0,58.1,96.2,1011,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,27.0,30.0,12.2,30.2,7.6,17.0,58.0,100.0,1015,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,28.2,32.2,11.5,-32.0,7.64,19.0,59.1,90.4,1012,1,0,0,0,0,0,0,0,1,0,0,0,1,0
21.4,26.7,28.9,5.0,23.0,6.07,56.0,58.7,100.0,1011,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.0,28.7,32.2,10.1,28.4,8.0,15.0,59.0,98.1,1008,2,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,28.1,32.4,7.6,32.0,7.66,26.0,59.4,100.0,1010,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0.0,29.2,33.3,10.1,30.6,7.89,25.0,59.6,100.0,1008,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5.0,28.5,32.2,9.0,46.1,5.73,33.0,59.6,100.0,1012,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2.6,27.1,32.5,5.8,31.0,7.51,24.0,58.8,100.0,1002,2,0,0,0,0,0,0,0,1,0,0,0,0,1
1.4,27.5,30.6,5.8,29.2,7.62,21.0,58.9,100.0,1012,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.6,28.6,33.2,6.5,-27.0,8.18,18.0,59.2,88.3,1005,2,0,0,0,0,0,1,0,0,0,0,0,1,0
37.8,27.5,34.4,6.5,33.5,3.93,94.0,59.2,100.0,1007,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11.8,28.4,31.9,6.5,30.2,6.61,41.0,59.7,100.0,1009,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.0,28.6,32.4,8.6,32.4,7.62,15.0,59.3,100.0,1010,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,28.5,32.5,7.6,28.1,8.06,15.0,59.6,100.0,1007,2,1,0,0,0,0,0,0,0,0,0,0,0,1
0.2,28.0,32.4,5.4,22.7,8.57,19.0,59.3,94.4,1012,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,28.1,32.3,5.8,27.0,8.15,15.0,59.5,100.0,1007,2,1,0,0,0,0,0,0,0,0,0,1,0,0
18.0,27.8,32.4,6.1,37.4,5.32,69.0,59.4,100.0,1010,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2.2,27.2,29.7,5.0,23.8,7.99,24.0,59.3,100.0,1012,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.2,28.0,32.1,6.1,-27.7,8.04,20.0,59.2,99.5,1010,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42.8,26.8,30.6,5.0,28.1,3.59,100.0,58.9,100.0,1008,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,28.2,30.7,6.8,33.5,7.34,22.0,59.7,100.0,1009,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,28.4,31.5,7.6,29.9,7.78,19.0,59.4,95.8,1006,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,29.6,32.4,10.1,33.5,7.51,23.0,60.2,85.8,1006,1,0,0,0,0,0,1,0,0,0,0,0,1,0
19.2,27.0,30.0,5.8,37.1,4.99,53.0,59.9,100.0,1006,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,28.6,31.7,7.2,25.2,8.27,24.0,60.2,100.0,1006,2,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0,29.2,31.7,11.2,30.6,7.73,22.0,60.4,100.0,1011,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.6,28.3,31.4,8.6,31.3,7.57,13.0,60.1,100.0,1008,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,29.1,31.5,9.4,33.8,7.39,25.0,60.3,100.0,1001,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,29.5,32.0,7.9,39.2,6.9,19.0,-60.2,100.0,1009,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,29.4,31.9,9.7,29.5,7.86,27.0,60.4,100.0,1006,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,29.1,31.0,10.1,27.4,7.98,25.0,60.4,100.0,1008,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,29.4,32.1,10.8,37.4,7.09,15.0,-60.3,100.0,1005,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,29.6,32.2,13.3,31.0,7.74,17.0,60.5,100.0,1014,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,29.6,32.6,13.3,30.6,7.82,18.0,60.3,95.4,1012,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,29.0,32.7,10.4,32.4,7.65,20.0,60.2,100.0,1010,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.2,28.1,30.8,7.6,29.9,7.69,17.0,59.5,97.6,1010,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,29.3,32.1,9.4,25.9,8.24,22.0,-59.8,87.4,1006,2,0,0,1,0,0,0,0,0,0,0,0,1,0
8.0,28.2,31.9,8.6,32.0,6.81,39.0,59.4,100.0,1009,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13.8,27.1,30.5,6.5,31.3,6.16,46.0,59.8,100.0,1011,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,28.9,32.3,6.5,25.6,8.29,25.0,59.7,94.6,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0
29.6,26.5,28.5,6.5,-57.6,1.75,88.0,58.5,100.0,1006,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,27.6,32.0,6.1,28.8,7.94,31.0,58.9,100.0,1013,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,27.9,30.6,6.5,30.6,7.62,21.0,59.0,100.0,1012,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,29.3,32.0,13.3,34.6,7.36,33.0,59.6,100.0,1014,2,0,0,0,1,0,0,0,0,0,0,0,0,1
0.2,28.5,31.6,8.6,28.1,7.95,24.0,59.9,100.0,1012,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,27.7,30.2,11.5,35.3,7.11,24.0,59.2,93.4,1010,1,0,1,0,0,0,0,0,0,0,0,0,1,0
8.8,27.9,30.6,6.5,26.3,7.17,34.0,59.2,100.0,1013,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,28.6,31.8,6.1,27.7,8.03,18.0,59.2,100.0,1006,2,0,0,0,0,0,0,1,0,0,0,0,0,1
30.6,27.3,30.1,6.1,39.6,3.61,84.0,59.2,100.0,1004,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,28.5,30.9,11.9,32.8,7.43,23.0,59.2,100.0,1007,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,28.9,31.5,12.6,30.2,7.75,23.0,59.8,94.1,1005,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,29.2,31.9,13.3,29.9,7.82,16.0,60.0,95.9,1012,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,29.1,32.0,12.6,33.8,7.44,16.0,-60.0,100.0,1014,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,29.1,32.1,15.1,38.9,6.94,20.0,60.0,100.0,1008,2,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,29.1,31.8,14.0,35.6,7.24,10.0,59.3,100.0,1010,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,29.1,32.4,11.5,32.4,7.62,18.0,59.8,85.1,1016,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,29.3,32.4,14.8,34.6,7.4,20.0,59.3,99.4,1012,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,29.2,32.2,14.0,44.3,6.41,15.0,59.7,88.2,1010,1,0,1,0,0,0,0,0,0,0,0,0,1,0
7.2,28.4,30.5,11.9,30.2,6.93,46.0,59.9,100.0,1006,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7.0,27.5,29.9,9.7,33.8,6.53,23.0,59.0,100.0,1013,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,27.2,29.6,7.6,30.6,7.32,20.0,58.6,93.1,1012,1,0,0,0,0,0,1,0,0,1,0,0,0,0
3.0,27.0,29.7,5.8,37.4,6.55,21.0,58.4,100.0,1011,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0.0,28.1,31.6,9.0,30.6,7.72,26.0,58.9,100.0,1009,2,1,0,0,0,0,0,0,0,0,0,0,0,1
4.8,28.1,31.6,14.0,41.4,6.16,36.0,59.6,100.0,1014,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,28.8,32.0,13.0,33.1,7.51,22.0,59.8,100.0,1003,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,29.0,31.6,11.9,33.5,7.43,16.0,59.4,100.0,1008,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,28.8,31.3,12.6,37.8,6.97,12.0,59.8,100.0,1013,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.2,27.8,30.5,10.1,33.5,7.2,18.0,59.2,94.4,1007,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,28.5,31.0,12.2,32.4,7.48,28.0,59.3,100.0,1011,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.6,27.7,31.1,7.6,28.1,7.86,15.0,59.1,97.5,1004,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,28.4,31.6,11.5,35.6,7.22,17.0,59.6,100.0,1008,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,29.0,32.0,14.8,37.1,7.11,20.0,59.5,95.6,1010,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,29.0,32.2,14.4,36.7,7.17,21.0,59.7,95.7,1010,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,29.0,31.7,17.3,45.7,6.22,25.0,59.5,100.0,1014,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.4,28.6,31.8,7.9,38.9,6.87,21.0,59.5,90.5,1008,1,0,0,0,0,0,0,1,0,0,0,0,1,0
10.4,28.2,31.4,10.8,34.9,6.23,38.0,59.8,100.0,1006,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,28.0,31.0,8.3,33.1,7.41,18.0,-59.4,100.0,1010,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3.8,27.7,31.2,5.0,31.0,7.26,30.0,59.5,100.0,1016,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,29.1,32.4,10.8,-29.2,7.94,10.0,59.8,100.0,1010,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0.0,28.7,31.5,7.9,25.2,8.25,16.0,-59.3,100.0,1009,2,0,0,0,0,0,0,1,0,0,0,0,0,1
16.8,26.9,30.3,7.6,-41.0,4.87,52.0,59.1,100.0,1008,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3.2,26.8,30.5,6.1,34.2,6.93,31.0,57.9,98.3,1009,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,28.7,31.5,9.0,30.2,7.75,17.0,59.1,99.5,1010,2,0,0,0,0,0,0,1,0,0,0,0,0,1
8.8,28.8,32.1,8.6,34.9,6.46,58.0,59.5,100.0,1014,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,28.9,31.5,9.0,28.4,7.93,16.0,59.6,91.2,1011,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,27.6,31.9,7.9,29.5,7.76,21.0,59.4,100.0,1017,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.2,28.0,31.1,5.4,20.9,8.62,16.0,59.5,100.0,1012,2,0,1,0,0,0,0,0,0,0,1,0,0,0
0.4,27.8,30.7,6.5,29.5,7.7,13.0,58.9,90.2,1011,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.2,27.8,31.8,7.2,25.6,8.22,20.0,59.0,100.0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.0,27.8,33.2,6.5,-35.3,7.21,22.0,59.3,100.0,1006,1,0,0,0,0,1,0,0,0,0,0,0,0,1
31.4,27.8,32.5,6.5,55.1,2.22,81.0,59.2,100.0,1008,2,0,1,0,0,0,0,0,0,0,0,0,0,1
7.0,27.6,31.8,9.0,31.7,6.93,36.0,59.8,100.0,1003,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,29.3,32.3,6.8,32.4,7.61,21.0,60.2,100.0,1008,2,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,28.5,31.2,6.5,28.1,7.93,10.0,59.9,100.0,1009,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.2,29.7,32.9,7.9,28.4,8.05,13.0,59.7,98.6,1010,2,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,29.7,34.6,8.6,29.2,8.16,19.0,60.3,100.0,1007,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,29.7,33.2,6.5,25.9,8.35,15.0,60.1,89.5,1007,2,0,0,0,0,0,0,0,1,0,0,0,1,0
0.8,27.6,32.8,6.1,25.9,8.23,17.0,59.2,100.0,1002,2,1,0,0,0,0,0,0,0,0,0,0,0,1
10.6,27.5,32.0,5.8,-25.2,7.24,43.0,59.3,100.0,1009,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4.0,26.6,29.6,4.7,36.4,6.54,26.0,58.8,100.0,1006,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.0,27.9,33.8,6.5,26.3,8.37,11.0,58.7,96.1,1011,2,0,0,0,0,0,0,1,0,0,0,1,0,0
8.2,26.5,31.0,5.4,28.4,7.06,37.0,58.3,100.0,1008,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3.4,25.9,27.0,5.8,35.3,6.45,18.0,58.6,100.0,1008,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.8,28.0,31.6,9.0,29.9,7.71,26.0,59.4,100.0,1010,1,0,1,0,0,0,0,0,0,0,0,0,0,1
42.6,26.4,29.7,5.0,33.8,2.95,100.0,59.4,100.0,1005,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.2,27.4,31.2,7.6,30.6,7.66,9.0,58.9,100.0,1005,1,0,0,1,0,0,0,0,0,0,0,0,0,1
33.2,26.2,31.1,5.8,-31.0,4.31,85.0,58.8,100.0,1002,0,0,0,0,0,0,1,0,0,0,0,0,0,1
19.6,27.3,31.5,5.8,24.1,6.4,68.0,59.2,100.0,1005,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4.2,27.6,31.4,5.8,29.2,7.42,19.0,59.5,100.0,1009,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,27.3,31.0,5.8,26.3,8.09,16.0,58.9,86.8,1008,2,0,0,0,1,0,0,0,0,0,0,0,1,0
18.0,27.9,32.3,7.6,38.9,5.16,55.0,60.1,100.0,1009,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11.4,27.5,32.1,5.4,26.6,7.03,47.0,59.3,100.0,1007,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.2,27.9,32.5,5.8,37.8,7.07,28.0,59.7,97.0,1006,1,0,0,0,1,0,0,0,0,0,0,0,0,1
11.2,27.1,31.0,5.4,22.0,7.4,42.0,59.3,100.0,1010,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,27.9,32.3,7.2,28.1,8.04,27.0,59.4,100.0,1005,2,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,26.4,30.1,7.2,35.3,7.0,20.0,58.8,100.0,1010,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1.0,28.1,32.0,8.6,25.2,8.2,17.0,60.0,100.0,1008,2,0,0,0,0,0,0,0,1,0,0,0,0,1
0.6,28.3,31.7,6.1,20.5,8.68,27.0,60.1,100.0,1009,2,0,0,0,0,0,0,0,1,0,0,0,0,1
32.4,26.4,30.4,6.5,24.5,4.97,86.0,59.0,100.0,1005,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,26.9,30.0,7.2,23.4,8.28,23.0,-58.4,96.0,1004,2,0,0,0,0,0,1,0,0,0,0,0,1,0
0.6,26.0,27.4,6.8,28.4,7.46,22.0,58.1,100.0,1010,1,0,0,0,0,0,0,1,0,0,0,0,1,0
31.6,26.0,30.2,5.8,22.0,5.28,87.0,58.5,100.0,1008,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.8,26.8,31.9,6.5,27.4,7.99,11.0,58.6,85.1,1008,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19.0,26.8,31.4,7.2,24.8,6.38,64.0,59.0,100.0,1013,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,27.5,31.1,9.4,28.8,7.85,14.0,58.7,100.0,1006,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,27.6,32.2,10.8,36.7,7.17,17.0,-58.5,100.0,1008,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.4,27.6,30.3,14.8,41.8,6.43,20.0,-58.1,100.0,1007,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,26.9,30.2,11.2,40.0,6.64,13.0,58.1,94.5,1007,1,0,0,1,0,0,0,0,0,0,0,0,1,0
51.6,27.3,32.4,7.2,25.6,3.14,100.0,58.4,100.0,1001,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4.0,27.4,31.4,6.8,32.0,7.16,35.0,59.2,100.0,1009,2,0,0,0,0,0,1,0,0,0,0,0,0,1
23.0,26.6,30.6,6.8,-25.6,5.82,71.0,58.3,100.0,1009,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5.2,26.6,30.9,6.5,21.6,8.03,19.0,58.5,100.0,1007,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,27.7,30.8,11.2,35.3,7.17,25.0,59.3,100.0,1010,1,1,0,0,0,0,0,0,0,0,0,0,0,1
4.4,26.8,29.3,11.9,45.7,5.54,36.0,59.0,98.1,1009,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0.8,25.5,27.3,7.9,24.5,7.82,15.0,58.3,99.8,1008,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2.0,26.6,31.1,7.2,29.2,7.61,22.0,59.0,86.4,1015,1,0,0,0,1,0,0,0,0,0,0,0,1,0
29.8,24.5,26.7,5.8,20.2,5.29,86.0,57.9,100.0,1014,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10.4,23.9,25.6,9.0,34.9,5.65,45.0,56.8,100.0,1012,0,0,0,1,0,0,0,0,0,0,0,0,1,0
