data_ref,date,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Min Temperature (deg C),Maximum Temperature (deg C),Min Wind Speed (km/h),Max Wind Speed (km/h),Sunshine Duration (hrs),Cloud Cover (%),Wet Bulb Temperature (deg F),Relative Humidity (%),Air Pressure (hPa),Dew Point Category,Wind Direction,Daily Solar Panel Efficiency
6ab302d6-fd4d-4a81-80eb-f04e95e2a896,20/06/2019,4.4,2.6,3.6,4,28.6,32.4,9.4,42.1,6.21,19.0,59.5,100.0,1005,very high,N,Medium
2bed0504-b5bb-49d5-9fa2-4e42478591d7,21/06/2019,28,21.2,27.4,28,27.8,--,6.8,30.2,4.97,77.0,59.4,100.0,1008,Very High,north,Low
65dc17ce-8aac-4c07-a1b8-362a449a38f9,22/06/2019,18.6,8.8,-,17.4,26.8,30.1,6.5,57.6,3.01,64.0,58.4,100.0,1013,High,E,Low
ebd91436-7574-4c44-b6b0-64ff11929845,23/06/2019,0,0,0,0,28.6,31.9,7.9,-27.4,8.07,18.0,59.099999999999994,100.0,1010,VH,E,Medium
b57c7094-86e3-4e41-beb2-ccc78561b1f2,24/06/2019,0.6,0.6,--,0.6,28.9,32.5,11.2,34.6,7.35,24.0,59.5,100.0,1007,Very High,W,Medium
de7dd563-b5ae-4bd5-8e03-90fe1cf44af8,25/06/2019,0,0,0,0,--,32.1,15.8,36.7,7.16,17.0,59.7,100.0,1010,Very High,E,Medium
02da0e2f-9ae9-4869-a36c-d04e45015d2a,26/06/2019,0,0,0,0,28.3,31.2,8.6,43.2,6.42,22.0,59.099999999999994,88.7,1006,High,Northward,Medium
66b2f31b-dd03-4829-8413-b8e5052a592d,27/06/2019,0,0,0,0,29.2,32.2,9.7,34.2,7.42,14.0,59.599999999999994,86.0,1007,High,SE,Medium
d32e61ca-4e36-42e1-9cf8-ec0dd57deb8f,28/06/2019,0,0,0,0,29.6,32.2,14.4,33.5,7.49,20.0,59.9,100.0,1016,Very High,SW,High
86667a11-3653-4d7f-89b3-555f8c942b20,29/06/2019,18.4,15.2,16.2,16.8,28.6,-,13,-,4.8,59.0,59.8,100.0,1010,Very High,W,Low
c6a66b89-f073-4d92-b782-374e550a7ab9,30/06/2019,0,0,0,-,28.8,30.9,10.1,28.8,7.83,13.0,59.2,97.2,1011,High Level,NE,Medium
a52e7328-4191-45c9-b166-025874e9c03e,01/07/2019,0,0,0,0,29.4,32.1,14.8,36,7.23,20.0,59.2,88.3,1013,H,W,Low
b5161551-75ac-4157-822e-7d060d4b4759,02/07/2019,0,0,0,0,29.7,32.3,13,33.8,7.47,20.0,59.7,90.9,1011,VERY HIGH,SE,Medium
86014be3-4a1c-4f1d-9bb2-85d4060ed73f,03/07/2019,0.2,0.2,0.2,0.2,28.7,31,9.7,28.4,7.86,21.0,59.2,100.0,1009,Very High,S,Low
bac794b2-aed1-4f4b-8495-4c9b4f21b453,04/07/2019,0,0,0,0,29.3,32.3,11.2,27.7,8.08,27.0,59.7,100.0,1013,Very High,E,High
80087c7f-0b9b-4e20-9d99-f71ac79fdf0c,05/07/2019,0,0,0,0,29.5,32.8,15.5,42.5,6.65,13.0,59.5,100.0,1011,Very High,SE,Medium
60747e4c-60b7-41ec-9668-85d6332a9d7f,06/07/2019,0.2,0.2,0.2,0.2,29.3,33.2,11.5,36.7,7.25,25.0,59.2,100.0,1010,very high,NE.,High
7130ed84-807a-44c0-b99d-02460e3b3de3,07/07/2019,--,0,0,0,28.9,31.6,-,27.4,8.04,10.0,59.5,96.3,1013,High,W,High
719caa76-aeb1-482f-b8c2-10e2f21eb032,08/07/2019,1.2,1.2,1.4,1.4,28.2,31.9,7.2,42.1,6.48,27.0,59.099999999999994,100.0,1011,Very Low,northeast,Medium
4d25d437-451e-4787-99c5-7fa051a7f63a,09/07/2019,-,0.4,0.4,0.6,27.9,-,8.3,32.4,7.33,24.0,58.8,100.0,1012,Moderate,SW,Medium
cd9dce22-f7e2-40a4-83e8-e4d188d2204f,10/07/2019,0,0,0,0,29.4,32.1,18.4,34.2,7.41,22.0,59.5,100.0,1007,Very High,NE,Medium
8c671427-a1f7-4fef-afc9-bf9282103b84,11/07/2019,0,0,0,0,29.6,32.9,16.6,34.6,7.45,19.0,59.099999999999994,92.0,1010,High,S,High
8eef5c8d-7764-48aa-9414-dc8c4b43e9bc,12/07/2019,0,0,0,0,29.2,32.6,-,36.7,7.21,18.0,59.8,95.4,1014,Very High,NW,Medium
08de2876-1a2e-4f54-87ef-088685cfd703,13/07/2019,-,0,0,0,29.4,32.6,14.4,38.5,7.03,16.0,60.099999999999994,100.0,1011,Moderate,SW,Medium
54fe5f7e-b2ce-4fdd-8727-526fb33c72c9,14/07/2019,0,0,0,0,29.7,32.7,14.4,30.2,7.87,20.0,60.0,100.0,1012,Very High,NW,Medium
a240702c-7e0a-48ab-a741-b7e89e6ff5f5,15/07/2019,2,1.8,2,2,27.2,28.7,9,42.5,6.04,26.0,58.8,100.0,1014,Very High,S,Medium
0afea563-ebfc-46aa-bfe4-ddcc5ed8dd6f,16/07/2019,0.6,0.6,0.6,0.6,28.7,31.3,14.8,40,6.69,24.0,59.3,100.0,1016,Very High,NW,Medium
ae9f8e37-1f45-4750-8478-fa126d4b1202,17/07/2019,0,0,0,0,29.1,31.8,15.8,34.6,7.34,22.0,59.099999999999994,86.6,1010,HIGH,W,Medium
f873057d-ed77-40d0-9ff5-534e0ff637f5,18/07/2019,0,0,0,--,29.3,32.6,17.3,44.6,6.42,30.0,58.8,100.0,1014,very high,S,Medium
12cf631c-5057-458f-a1c8-59c9b3e43131,19/07/2019,0,0,0,0,29.2,32.6,15.1,37.4,7.14,18.0,59.0,100.0,1006,Very High,NE,Medium
0a437fe3-ce4a-4194-a334-fedca8c14f2c,20/07/2019,0,0,-,0,29.4,32.7,13.3,30.6,7.83,24.0,59.599999999999994,92.5,1009,High,NE,Medium
62750026-bf2d-4f1f-b8ee-7daec26039b7,21/07/2019,0,0,0,0,28.8,32.3,7.2,31.3,7.72,17.0,59.9,95.9,1015,Very High,WEST,Medium
53f91d94-4032-4f90-910c-527f2da86f56,22/07/2019,0,0,0,0,28.4,32,9.4,32.4,7.58,19.0,59.0,98.7,1007,High,S,Medium
bdec64e8-1ad0-469c-9892-dd00674c2579,23/07/2019,6.6,-,5.4,6.4,27.6,31.2,8.6,33.8,6.7,33.0,59.2,100.0,1005,High,S,Low
107d636f-a4d4-4ee3-8eba-b42add0219df,24/07/2019,0,0,--,0,28.9,31.6,11.5,35.6,7.22,23.0,59.599999999999994,93.8,1009,Low,W,Medium
40f20c76-3a01-436c-8a74-209249b9623d,25/07/2019,0,0,0,--,29.1,31.7,8.6,29.2,7.87,4.0,59.2,94.7,1005,Low,N,Medium
04ebea35-05f7-42ac-ab38-4349f1a829d8,26/07/2019,0,0,0,0,29.1,33,13,33.8,7.54,15.0,59.7,86.7,1002,High,W,Medium
ef5a9f06-b26f-41ff-990c-e1361cc5dfde,27/07/2019,0,0,-,0,29.3,32.9,13.3,-,7.63,17.0,59.7,100.0,1012,High,SE,Medium
8b5e50cc-b73a-4586-81cb-30a73cfb102b,28/07/2019,-,0.6,0.6,0.8,29,31.8,14,39.2,6.8,23.0,59.3,73.2,1005,High Level,S,Low
417c0869-8f4b-4a76-a468-acc470dabfc1,29/07/2019,0,0,0,0,29.7,33.4,13.7,32.4,7.72,15.0,59.5,89.3,1012,High Level,SE,Medium
374d3ea1-6d80-4f5c-a5f5-805aedeb33d0,30/07/2019,0,0,0,-,29.4,32.4,15.5,37.8,7.08,18.0,59.599999999999994,100.0,1011,Very High,SE,Medium
a1842964-0554-47eb-b4ae-524bc67f6d32,31/07/2019,0,0,0,0,-,32.6,15.5,47.2,6.16,12.0,-58.3,100.0,1010,High,E,Medium
efd36e28-a251-419e-b019-f594aeaf0682,01/08/2019,0,0,0,0,29.4,32.9,12.2,-,7.49,18.0,58.099999999999994,81.4,1009,High,W,Medium
7325a9bf-a066-47b7-8180-992a4b9a0a18,02/08/2019,-,--,0,0,29.5,33,15.1,36,7.32,22.0,58.4,97.0,1011,High,NW,Medium
cd0f5b28-531c-4f3d-9a61-3be732ea67fb,03/08/2019,0,0,0,0,29.3,33.1,14.8,34.6,7.47,17.0,59.0,92.9,1014,High,W,Medium
21aa7a71-3e40-4c1f-8242-1ea42507b833,04/08/2019,0,-,-,0,29.4,32.6,15.5,35.3,7.35,19.0,59.0,98.4,1005,High,SOUTHEAST,Medium
d575c210-23ef-4b98-8c14-f7d675c44bc0,05/08/2019,0,0,--,0,29.3,32.5,15.5,36.4,7.23,11.0,59.0,100.0,1010,Low,NW,Medium
151919bb-373b-4fde-9c90-f80d9c309d58,06/08/2019,1.6,1.2,1.6,1.6,29.1,--,15.8,38.2,6.83,24.0,59.3,90.0,1010,H,E,Medium
884a22a0-1554-40c3-9488-e978b9b8d1c8,07/08/2019,2.4,2,2.2,-,28.7,31.9,16.2,36.4,6.93,22.0,59.0,98.5,1015,Very Low,W,Medium
5e79afab-a8df-4057-a6e0-f487eb6bcd5e,08/08/2019,-,-,0,0,29.2,32.2,15.1,35.3,7.31,21.0,58.7,100.0,1015,High,SE,Medium
1f387421-d2a1-48d4-8541-cb0ce4e8b2f7,09/08/2019,0,0,0,0,-,32.1,-,40.7,6.76,25.0,58.9,88.6,1007,high,Southward,Medium
8a57fe02-6146-4a25-a9ba-9c6070a5803c,10/08/2019,0,0,0,0,29.2,32.3,18.7,40.7,6.78,17.0,59.4,100.0,1012,Very High,E,Medium
28487fbf-830c-4ebd-9738-c9e93b32f393,11/08/2019,0,0,0,0,29.6,32.9,15.5,36.4,7.27,13.0,59.5,100.0,1012,Very High,EAST,Medium
a918b9c5-500d-42d0-9488-e6052a3fb34e,12/08/2019,0,0,0,0,29.8,33.2,16.2,37.1,7.23,7.0,59.3,83.3,1012,High,SW,Medium
6cdc731d-a213-4fad-82ad-9d890667bcdb,13/08/2019,0,0,0,0,29.5,32.8,16.9,40,6.9,23.0,59.7,100.0,1011,Very High,N,High
053e2a19-04b2-4ee0-9066-86073e374b04,14/08/2019,0,0,0,--,29.3,33.2,15.1,-38.2,7.12,16.0,59.8,92.6,1013,High,NW,Medium
be02727f-0580-406b-82a3-7449ea0c5613,15/08/2019,0,0,0,0,29.5,33.3,13,35.3,7.42,20.0,59.3,96.6,1005,High,W,Medium
45fc6fba-fef7-42ba-95c5-66edff46b897,16/08/2019,-,0,0,0,29.8,33.2,15.5,36.4,7.3,11.0,58.9,100.0,1009,Very High,SW,Medium
50d60c27-ee9b-4956-97e2-d4ff01913c2e,17/08/2019,0,0,0,0,29.5,33.3,18.7,-,6.7,20.0,59.3,100.0,1014,Very High,SE,Medium
afaeda55-683c-4556-b262-f175e05689c8,18/08/2019,0,0,0,0,29.7,33.3,18.4,-42.1,6.74,23.0,58.7,98.2,1009,High,NW,Low
d48517e9-c6bc-410d-b0d8-0404311a6456,19/08/2019,0,0,0,0,29.5,33.4,13.3,32,7.76,21.0,58.4,94.6,1009,High,NE,Medium
a49714f4-c301-4c2e-9576-a21f3530b342,20/08/2019,0,0,0,0,29.5,33.5,-,-,6.65,19.0,59.3,100.0,1009,Very High,N,Medium
ae0de697-cc26-47ff-a4b2-d3522bfa8be8,21/08/2019,0,0,0,0,29.4,-,16.2,--,6.45,23.0,59.3,100.0,1012,Very High,NE,Medium
f1a48bbe-26ea-4ed7-85d5-cacf553ac761,22/08/2019,0,0,0,0,29.4,-,15.1,37.8,7.19,27.0,59.5,100.0,1008,Very High,SW,Medium
1c800a5b-240d-4dd1-9eec-122e55fddd6e,23/08/2019,0,0,0,0,29.6,34,18,44.3,6.59,34.0,59.0,93.3,1008,High,S,Medium
3ca20359-d843-476b-b65f-48448b7ca989,24/08/2019,0,0,0,0,29.4,-,16.2,37.4,7.22,16.0,-58.6,100.0,1008,High,SW,High
cccf2dfe-34b2-4de3-8d6f-6eb684d8a9aa,25/08/2019,3.8,3.2,3.8,3.8,28.5,32.9,10.4,33.1,7.22,23.0,58.8,99.8,1015,Low,NE,Medium
a87a6a1c-5e10-4675-9211-a9fe3567867d,26/08/2019,2.2,-,--,1.6,27.8,33.2,9.7,40.7,6.65,26.0,59.4,100.0,1010,very high,W,Medium
120cb18e-7afd-4ab0-8e96-b403eabcc9ed,27/08/2019,1.2,0.6,0.6,1.2,27,30.8,6.8,28.4,7.74,21.0,58.4,93.0,1014,Moderate,NE,Medium
7e6f5924-f34a-4b53-b7f1-0968775cef19,28/08/2019,0.6,-,--,0.6,26.8,27.9,7.6,26.3,7.72,16.0,58.5,93.0,1009,Moderate,N,Medium
d8aa5bc3-3fcf-461c-a78b-a9bd997d2751,29/08/2019,0,0,0,0,28.9,32.5,15.1,36.4,7.23,22.0,59.2,90.2,1010,High,SE,Medium
4a299f4a-b806-4a38-9a35-912cc3c4dfd6,30/08/2019,0,0,0,0,28.9,31.7,14.8,43.6,6.43,15.0,58.4,76.4,1009,Moderate,NW,Medium
d56d597f-4dd3-45c5-b65d-2b71a458063c,31/08/2019,0,0,0,0,29.1,33.2,17.3,37.8,7.16,17.0,-58.1,100.0,1007,High Level,SW.,Medium
5057b67c-8d68-44eb-ab93-211d75ca26e4,01/09/2019,--,0,0,-,-,33.1,11.5,29.5,7.98,18.0,59.099999999999994,92.8,1016,Very Low,SOUTHEAST,Medium
e7dab620-9b88-446f-9663-5d457748fe78,02/09/2019,0,0,0,--,29.7,33.8,16.9,41.8,6.82,14.0,59.2,100.0,1015,Very Low,E,Medium
6822c138-f50e-44a2-885c-e730b7a7b0ab,03/09/2019,0,0,0,0,29.5,32.6,14.4,35.3,7.35,19.0,59.599999999999994,95.4,1012,High,S,Low
b7a7dd32-7819-434a-88e5-0e8113e66c7a,04/09/2019,0,-,0,0,29.3,33.5,13.3,31.7,7.8,20.0,59.0,100.0,1012,Very High,NW,Medium
fe2baf1d-ea96-475b-a37b-82ff7e5f1167,05/09/2019,--,0,0,0,29.4,-,16.6,-,6.99,16.0,59.099999999999994,100.0,1012,Very High,SW,Medium
811d866c-9595-43ed-b109-8ea7bafc2ae8,06/09/2019,0,0,0,0,-,--,15.8,35.3,7.43,17.0,59.2,100.0,1014,Very High,W,Medium
d0ca7d88-84c9-4bf5-bf8c-796f3be7d396,07/09/2019,0,0,0,0,29.5,33.7,-,--,6.89,20.0,59.3,98.7,1013,Very High,Northward,Medium
2a944e00-1ea9-4b71-a61a-994afff59ac1,08/09/2019,0,0,0,0,29.4,33.2,16.9,42.5,6.69,10.0,59.099999999999994,98.3,1006,High Level,northwest,Medium
58b38604-6ad7-4486-8e28-febe26028d54,09/09/2019,0,0,0,0,29.5,33.6,14.8,33.1,7.67,19.0,59.3,100.0,1007,Very High,SE,Medium
adc7b64f-8ab6-4061-9a53-a83a77db0c8b,10/09/2019,0,0,0,0,29.3,--,16.9,34.9,7.5,18.0,59.2,100.0,1012,Very High,NE,Medium
56aaeb1c-c80e-4785-9562-e3535f0a1a45,11/09/2019,0,0,0,0,29.4,33.8,13.3,-,7.83,23.0,58.8,95.9,1014,High,SW,Medium
5d467ea8-6879-4df3-8912-e816a32e1c17,12/09/2019,0,0,0,0,29.4,33.8,13.3,41,6.9,11.0,-59.0,100.0,1010,Very High,SW,Medium
d950e0cb-4077-4109-9ac4-f2f9f485ed8a,13/09/2019,0,0,0,0,--,32.7,12.2,29.9,7.9,20.0,59.3,100.0,1009,Very High,E.,High
cd73234f-8c03-4728-83ce-841e00038ada,14/09/2019,0,-,0,0,28.6,30.5,11.5,31,7.57,21.0,59.099999999999994,91.4,1011,Low,N,Medium
d7ce66e1-e13f-477c-b7d0-fdee3ada065a,15/09/2019,0,0,-,0,28.9,32.3,15.8,34.2,7.43,18.0,58.4,92.4,1013,High,SE,Medium
869b193f-b709-43e2-8014-1f542cfa3a1c,16/09/2019,0,0,0,0,29,32.3,11.9,30.2,7.83,16.0,58.4,100.0,1008,High,W,Medium
49552a9b-a19e-4e22-b991-42231314d74f,17/09/2019,0,0,--,0,29.2,32.5,13.7,31,7.77,14.0,59.2,100.0,1011,Extreme,NORTH,Medium
2a92b21d-4795-4de4-986d-83d309e403f4,18/09/2019,0,0,0,0,29.3,33.2,18.4,40,6.94,26.0,59.4,97.3,1013,very high,S,Medium
fb825b20-6aa5-49fe-a1a0-acda34cd0c58,19/09/2019,0,0,-,0,29.4,33.1,18.7,46.1,6.32,19.0,58.9,100.0,1012,Very High,SE,Medium
c579af6f-9c84-4a59-8ddd-f4dfd8e65f55,20/09/2019,0,0,0,--,--,32.9,14.8,38.9,7.02,10.0,59.0,93.7,1012,High,NE,Medium
955d5c1c-b82a-490c-a0e8-dc660e3ead02,21/09/2019,0,0,0,0,29.4,33.9,16.6,38.5,7.16,22.0,58.5,94.3,1012,High,SW,Medium
57f8d396-1cf1-4efc-aac7-fd3890011735,22/09/2019,-,0,-,0,29.3,33.9,16.6,36.7,7.34,20.0,58.7,95.2,1008,High,W,Medium
58048e83-23cb-4eeb-9d0a-1bbeadb5b30e,23/09/2019,3.8,3.8,3.8,3.8,28.3,31.1,14,--,5.63,28.0,59.099999999999994,100.0,1013,Very High,NW,Medium
6ae6e2d3-3650-4727-b52d-bac5ed06f3de,24/09/2019,1.2,-,1.2,1.2,29,34.1,9.7,33.1,7.6,22.0,59.0,100.0,1009,High Level,S,Medium
d2f07ecd-bf6c-4c8e-a88b-1bea9c3f2a64,25/09/2019,16.4,11.4,14.4,15.8,26.8,30.9,5.4,29.5,6.12,64.0,58.599999999999994,100.0,1010,Extreme,NE,Low
2057fbce-7643-4894-bdc1-f55967c5e118,26/09/2019,0,0,0,0,28.5,33.5,9,31,7.87,11.0,58.599999999999994,100.0,1009,High,SOUTHEAST,Medium
0331cf2a-d414-4a84-9ae7-e8511acaecc1,27/09/2019,0,0,0,0,29.2,34.1,9.7,30.6,7.97,24.0,59.099999999999994,99.5,1011,Very High,SE,Medium
f60d3951-8095-4510-b21c-5a2361715b1f,28/09/2019,0,0,0,0,28.9,34.3,7.6,29.5,8.1,24.0,59.099999999999994,100.0,1008,Very High,SW,High
bc558fb4-c2e7-4744-8972-7f494799a98d,29/09/2019,0,0,0,0,28.4,-,6.8,41.4,6.81,10.0,58.8,95.0,1009,HIGH,SE,Medium
7da4b34c-4be0-41fe-bfe4-63ad8d1ccb0d,30/09/2019,1.4,0.6,0.8,1,27.5,31.3,6.8,34.2,7.19,14.0,58.5,100.0,1012,Very Low,SW.,Medium
d3b96c9d-90f1-4838-8094-706b94e81c07,01/10/2019,1.6,1.2,1.2,1.2,28,32.2,7.6,40,6.68,30.0,58.7,100.0,1007,High,Northward,High
0df600d2-b9ae-45d5-a1e2-6a6b581e1d2e,02/10/2019,4,1,1.8,2.6,26.4,31.2,6.5,37.1,6.63,35.0,58.599999999999994,100.0,1010,High,NE.,Medium
f3f0fbb6-19c1-4ade-8ae5-b40a3846ace9,03/10/2019,0,--,0,-,27.2,31.5,9,29.5,7.82,22.0,58.099999999999994,100.0,1001,High Level,S,Medium
6409014e-2701-416c-a6c3-529e3e7e7ccd,04/10/2019,0.8,0.8,0.8,0.8,28.1,32.3,--,26.6,8.11,30.0,-58.8,94.2,1009,High,SE,High
77567ba5-e752-4e0e-a9c8-5215220666ff,05/10/2019,0.6,0.6,0.6,0.6,28.6,33.9,14.4,40,6.95,22.0,58.4,100.0,1006,High,SW,Medium
c376e880-fd59-4e25-9a5a-a06999637339,06/10/2019,7.6,--,7.6,7.6,27.9,33.7,8.3,51.8,5.05,40.0,58.2,100.0,1006,high,W,Low
efef27d6-6983-401f-a37f-ac47334812a9,07/10/2019,12.4,6.8,8.6,9,27.3,33.2,7.9,31.3,6.57,47.0,59.0,100.0,1009,Very High,E,Low
cb0cfcfd-dc1f-4550-aa9a-60d6df3a3cea,08/10/2019,0,0,0,0,27.9,32.1,6.5,35.6,7.27,18.0,58.9,96.3,1009,High,NW,Medium
520cda2a-04b6-44ff-88f4-567e3edd58ab,09/10/2019,0,0,0,-,28,32.5,6.5,27.4,8.13,7.0,58.9,86.0,1006,high,N,Medium
c669b0b8-4869-4e2d-912d-f56e94dec2d5,10/10/2019,0,0,0,0,28.6,33.3,6.5,38.2,7.13,16.0,58.9,99.9,1009,Very High,NE,Medium
5f78de08-2542-456d-bdaa-8470ef8fb71d,11/10/2019,0,0,--,0,28.9,33.8,10.1,36.7,7.33,26.0,59.099999999999994,97.5,1004,Moderate,E,Medium
795d6d9b-315e-4826-bfdb-9902dfd9aeac,12/10/2019,0.2,0.2,0.2,0.2,28.7,--,-,36.7,7.29,19.0,59.3,85.1,1002,LOW,SW,Medium
9347ea27-5d16-42e8-bda8-595b44841a86,13/10/2019,0,0,0,0,28.9,33.8,10.8,36,7.4,26.0,59.4,100.0,1005,Very High,S,Medium
6534710d-2486-47ed-9487-a455f0bc2626,14/10/2019,0,0,0,-,29.2,34.4,9.7,43.6,6.7,20.0,59.2,98.1,1007,Very High,NW,Medium
9e935c39-5537-4c26-9857-89b8fbe33ffc,15/10/2019,0,0,0,0,28.9,33.2,7.6,-,8.13,15.0,59.0,93.4,1009,H,SOUTHEAST,High
fa415ff1-0406-45b2-b218-5ea87b413649,16/10/2019,1.6,1.4,1.6,1.6,29,33.2,9,34.9,7.29,21.0,59.5,100.0,1013,Very High,south,Low
b736932e-e742-4712-8d5d-f79ca22113f4,17/10/2019,0.2,0.2,0.2,0.2,28.8,34,7.6,38.5,7.15,11.0,59.099999999999994,94.2,1004,High,north,Medium
60d28935-23e5-4ab5-9855-9fe276651354,18/10/2019,0,0,0,0,28.5,31.8,--,48.6,5.94,22.0,59.099999999999994,92.3,1008,HIGH,south,Medium
77a8e4be-6e99-4a21-a4c7-7d2a84fee629,19/10/2019,0,0,0,0,-,33.6,9.7,42.8,6.7,17.0,59.0,100.0,1009,Very High,NE,Medium
04c1ebc2-303a-423e-9dcf-c70d4c9ea022,20/10/2019,6.2,2.6,2.8,2.8,28.5,32.9,9,31,7.19,36.0,59.5,100.0,1007,Very High,SOUTHEAST,Low
a281521a-ce64-4d73-9c67-cfe4c02fd217,21/10/2019,0,0,0,0,28.5,32.6,7.2,35.3,7.35,18.0,59.2,100.0,1008,Extreme,SE,Medium
7316981d-91e9-43d8-89c2-2f6d3ce7345b,22/10/2019,28.8,14.2,14.4,--,26.5,29.2,5.4,24.5,5.21,72.0,58.7,100.0,1009,High,Northward,Low
ba2543e8-2918-4696-8524-34c5612643dc,23/10/2019,--,0.2,0.4,0.6,27.4,32,5.4,29.9,7.77,20.0,58.5,100.0,1009,Very Low,S,Medium
b6c50493-83aa-4fd5-9e3f-240f2ea8bb91,24/10/2019,0,0,0,0,28.1,32.5,7.6,28.4,8.03,20.0,59.0,100.0,1009,Very High,NW,Low
51d818e2-00fd-4f19-9e70-638cde6764c2,25/10/2019,0,0,0,0,29.4,33.3,7.9,29.5,8.0,25.0,59.599999999999994,94.0,1010,High,N,High
5af7869d-b64d-41ac-b2ba-02f19d0b522a,26/10/2019,4.8,3.6,4,4.4,27.3,33,5,28.8,7.56,35.0,58.599999999999994,100.0,1002,High,NE,Medium
490c8ea5-a048-4333-b36f-f32f5b459e37,27/10/2019,92.2,49.8,69.8,85.6,27.2,32.8,6.1,36.4,0.0,100.0,58.4,100.0,1009,Normal,W,Low
52e37edd-0eca-4086-91ac-d8a4071d0fd1,28/10/2019,--,8,8.6,12,26.1,--,5.4,20.9,7.05,46.0,58.2,100.0,1004,High,SE,Low
b3d1889a-ded8-4751-b372-6e51381472ae,29/10/2019,0,0,-,0,28.5,32.5,6.5,28.1,8.06,26.0,59.0,98.7,1009,High Level,NORTH,High
272da960-e8f4-40c3-860b-cd60102d5232,30/10/2019,0,0,0,0,28.3,32.5,6.5,-,6.8,18.0,59.099999999999994,100.0,1010,Very High,SW,Medium
28697b7b-70b3-4787-8d01-c3e89097cd85,31/10/2019,0,0,0,0,28.4,32.1,5,24.1,8.42,16.0,59.0,100.0,1007,Moderate,NE,High
68217834-6d8a-454d-8280-dd4bfd723d85,01/11/2019,14.8,14.2,--,14.6,27.8,33.4,7.9,45.4,4.94,48.0,58.3,100.0,1008,High,W,Low
8b3aff14-3a59-4039-8de2-8bf50458cc1d,02/11/2019,0,-,0,0,29.3,33.1,7.9,33.1,7.62,14.0,58.7,100.0,1003,Moderate,NE,Medium
ce992246-9fb2-481d-9bca-c0bb10fd2f02,03/11/2019,--,0,0,0,28.3,32.5,7.2,25.9,8.28,15.0,58.2,100.0,1007,High,SW,High
08bad767-83a2-4518-aa38-1a08f70e7e57,04/11/2019,3.8,-,3.8,3.8,28.6,32.1,5,23.8,8.07,26.0,59.099999999999994,100.0,1001,Very High,NW,Medium
5f93722a-6c74-4883-9279-e8f79b8022b8,05/11/2019,0,0,0,0,28.2,32.2,-,--,7.64,17.0,59.5,100.0,1004,Very High,E,High
e66b07c2-a559-40c7-80da-d2d9af7be3b5,06/11/2019,0.2,--,0.2,0.2,29.4,32.7,7.9,30.6,7.81,10.0,59.599999999999994,100.0,1010,very high,W,Medium
2329f106-7e03-4603-a3b4-500970bb9c68,07/11/2019,0,0,--,0,29.9,33.5,9,-,8.23,24.0,60.0,100.0,1011,Very High,SE,Low
a9563521-3bf6-4a3b-b599-6059c49a4840,08/11/2019,1.4,--,1.2,1.4,28.2,32.2,8.3,39.2,6.78,21.0,57.7,98.9,1002,High,SW,Medium
12fea030-d145-4127-a6c5-f850abf8954f,09/11/2019,0,0,0,0,28.2,33.7,5.8,28.8,8.11,10.0,58.5,78.3,1009,H,SE,High
e790ea60-da67-4edd-aaf8-4fc800f193f1,10/11/2019,0,0,0,0,28.9,33.6,6.8,37.4,7.24,17.0,58.3,100.0,1012,High,N,Medium
fdd8b188-5fdd-43b6-88f4-9da9bb604fe4,11/11/2019,0,0,0,0,29.1,32.9,5.8,28.4,8.07,19.0,59.2,98.6,1009,Very High,southeast,Medium
7618f7f4-669d-4765-8e52-0d0360c07a89,12/11/2019,-,0,--,0,28.7,-,5,22.7,8.67,23.0,59.2,88.4,1002,High Level,NW,High
51fd229d-4365-4012-accc-b4eecb941962,13/11/2019,0,0,0,0,29,33.4,6.5,28.4,8.12,14.0,59.3,100.0,1010,Very High,W,High
dc598872-7e32-4f45-a7cb-a82b841ff7dc,14/11/2019,0,0,--,0,27.6,-,9.4,32.4,7.42,24.0,58.9,100.0,1006,Very High,E,Medium
ff212f36-3504-488f-a748-877c2bef643f,15/11/2019,1.2,1.2,-,1.2,27.2,30.6,5.8,24.1,8.15,21.0,-58.9,97.6,1007,High,S,High
a5526589-327b-4644-a7ba-4f875106f608,16/11/2019,0,0,0,0,28.4,33.1,7.9,27.4,8.19,23.0,59.099999999999994,100.0,1008,VERY HIGH,NW.,Medium
68f40840-e191-4f21-a059-26ef78fb0eba,17/11/2019,0,0,0,0,29,34.4,8.3,37.4,7.32,17.0,58.8,100.0,1006,Very High,NE,Medium
8eaecda4-ac30-48c0-a008-6ed3679dc5cd,18/11/2019,0.2,0.2,0.2,0.2,28.4,34,7.6,33.5,7.65,22.0,58.9,100.0,1003,very high,SE,Medium
f0a266e4-7483-49c4-bb25-a8608cb0da75,19/11/2019,0,0,0,0,28,-,--,-29.5,7.88,17.0,59.099999999999994,100.0,1009,Very High,SW,High
d2c96b27-e890-4011-8976-55e30be532b1,20/11/2019,4,2.4,2.4,-,26.3,29.1,6.1,29.9,7.14,27.0,58.599999999999994,100.0,1005,HIGH,S,Medium
29bc5a64-5816-4c12-8107-fd00ed15ec48,21/11/2019,0.8,0.4,0.6,0.8,26.5,30.8,6.1,24.5,8.17,19.0,58.599999999999994,100.0,1001,High,SE,Low
