data_ref,date,pm25_north,pm25_south,pm25_east,pm25_west,pm25_central,psi_north,psi_south,psi_east,psi_west,psi_central
d3711d8a-7a7b-41e2-be94-ceaedee04fb0,11/01/2019,7,11,10,7,9,-,43,43,26,42
6fbf1189-39d6-44ec-a308-160c45acaff4,12/01/2019,9,12,11,8,10,36,46,47,36,40
5571874e-1ae1-485e-b61e-85cb81a65917,13/01/2019,--,--,13,-,10,38,51,44,35,42
4d0c5128-1be3-4d78-864a-32ae57d2241b,14/01/2019,8,15,14,10,11,39,53,51,34,51
d5ddbea9-36e4-44a3-9749-0826f30ded85,15/01/2019,12,12,14,9,12,-,-,53,-,51
47f8fcfc-f3b0-401b-b5a9-1dc4d2372f81,16/01/2019,-,10,12,11,9,40,52,49,-,44
cbe714fd-d410-41eb-b088-6a09708ed97a,17/01/2019,6,7,9,3,5,--,41,48,28,32
250c5c57-4bae-4bdf-9a8d-da753a1b61bf,18/01/2019,9,8,9,2,7,27,29,33,16,23
0950996d-cae5-4079-91cc-bf276bf590cd,19/01/2019,14,12,13,9,11,53,52,54,23,52
6e9be149-6845-4b84-bf64-051bc9839876,20/01/2019,11,14,13,13,10,49,52,53,52,49
b1fd12a9-ec78-412c-b172-cf5e4ac3fe96,21/01/2019,10,11,12,12,10,43,48,51,52,40
c91dd1b8-a89c-4963-91ad-2cc1996252e1,22/01/2019,-,8,11,6,--,39,43,42,45,40
02b2608b-9fae-46ae-92f3-a9dfafbb1aff,23/01/2019,12,13,13,9,12,44,44,48,27,46
f4d49a5a-175b-45e6-9b6e-7e929a7cfdc2,24/01/2019,11,21,16,14,--,54,-,54,50,--
7dfed8aa-d83e-49c8-8937-8a0959a8e6f5,25/01/2019,13,19,15,13,15,52,59,54,53,58
e914718a-4a7d-4f7c-87e6-e9de2c6ebdf9,26/01/2019,13,17,--,12,-,53,58,55,53,56
f54856b7-68bf-444d-9134-2a2c1a50e1c5,27/01/2019,11,14,11,9,12,49,54,53,44,55
d5131e9f-8f7f-47b2-b78c-8d8b9b6dfe51,28/01/2019,8,12,10,8,8,38,-,41,32,38
4452cab4-a1fc-4a52-9e62-2048a93813c5,29/01/2019,10,12,12,8,11,48,53,52,37,41
7eaed76a-8d10-46ac-ba5f-c2c2fc5a9803,30/01/2019,8,13,14,8,11,41,52,51,-,46
01f0b8b4-e94a-4dca-a938-893d7d00fd7e,31/01/2019,10,12,16,8,11,40,51,56,32,43
be8dec79-5f84-4a19-bbcd-a9bd492d5827,01/02/2019,10,13,10,9,9,44,52,55,40,43
2f4e89ed-c717-491a-a8fb-8d311049227e,02/02/2019,7,12,9,11,9,33,50,37,48,39
f63fb124-b8b9-4d93-894b-4989fd75f4dd,03/02/2019,8,12,10,8,--,32,51,39,47,42
87e22b0c-0762-4c57-91fe-099ebcebed38,04/02/2019,9,14,10,12,11,35,53,50,52,-
f2716941-8ee4-4df6-972d-b4bb36020949,05/02/2019,8,13,10,15,10,43,53,42,56,49
ea2a6f99-9916-45f3-8c73-c5e5358f9331,06/02/2019,10,11,--,10,8,34,-,-,-,35
609dc18e-b4ef-43f8-bfb4-8865750fdea1,07/02/2019,9,13,--,-,11,47,52,46,53,46
65de5165-ef9a-4f99-a10b-5f6046fcc3c8,08/02/2019,7,13,-,12,10,35,53,65,56,46
175f1bcf-26e6-4058-aaeb-776c3982345e,09/02/2019,9,14,17,12,11,39,54,--,53,42
a6489ac3-d63b-4829-a50b-782c6af436ab,10/02/2019,8,11,17,6,10,35,52,56,47,44
2ce114f5-96d2-4a99-8e5c-7189576b287a,11/02/2019,9,11,12,6,11,37,48,55,28,45
6001987c-fc36-4c0b-b2e8-56f487fb195d,12/02/2019,11,11,12,9,10,52,49,51,31,47
4c6d51f0-dc97-498d-9794-54d1dae797d9,13/02/2019,10,-,10,8,10,43,52,-,45,45
f9b0024e-39ec-4357-b6ca-e94d2707b4c8,14/02/2019,9,13,-,8,12,37,48,37,--,45
e966f351-1590-4bb8-8c45-8fa1b27dcfae,15/02/2019,10,--,10,8,12,-,-,44,38,51
ce48fd9c-6574-4d9a-a786-a59d91f8cdcb,16/02/2019,12,13,--,8,10,48,53,44,-,44
e4225bec-5112-4f17-9196-fb7f65353ff1,17/02/2019,14,14,14,11,13,53,52,42,-,46
57c66484-6bf9-44de-949f-fe50564084dd,18/02/2019,11,14,14,13,16,52,54,-,--,54
4cf566f3-6118-4d18-ab1f-e3bb6435a7d4,19/02/2019,15,12,11,10,13,52,53,49,52,51
5cff15b5-9bd0-4668-aff0-0b3f2dff6819,20/02/2019,11,12,13,14,13,--,52,45,46,53
ae323470-51e3-40c2-8d34-883ca98206f5,21/02/2019,10,15,11,7,14,43,54,50,--,54
cfda8ead-8e4f-4b07-b3fb-e7be18530e49,22/02/2019,11,14,14,11,11,47,54,53,40,47
56c4c216-99b4-4131-abd5-daf0758043e1,23/02/2019,10,13,10,-,13,-,--,-,47,56
4e950d75-ee07-47f9-a6a0-ac1847d5923e,24/02/2019,11,13,14,11,-,40,54,54,51,52
c1b18ad7-e48a-47ed-b386-8892acce1bc3,25/02/2019,12,13,-,12,--,52,54,53,51,53
1e84e07c-04fe-4ae3-9f15-8c8de5ce0374,26/02/2019,8,14,9,6,13,42,-,--,34,57
e70bda4b-b488-4425-8920-9394c4c93b06,27/02/2019,9,14,12,8,--,37,52,48,28,51
f13964b1-43e4-4e03-adec-d5dadfa2e0f8,28/02/2019,13,17,15,14,17,52,56,-,46,57
0d36ac29-c74c-47b1-ba82-0bc4c8ff187a,01/03/2019,13,16,15,12,17,53,-,55,52,57
273e5de7-d4fe-482d-a2ad-274fabff5fba,02/03/2019,11,15,12,11,13,-,54,52,48,52
b7bcfb51-c05e-42ee-8efd-a0ec3591f06a,03/03/2019,12,18,14,12,15,44,56,53,50,55
74a6d25c-106e-4e50-b4aa-aea688d1474b,04/03/2019,--,16,-,13,18,52,57,-,52,57
4400fbca-f45b-41f5-8dce-a59edb9c2c1d,05/03/2019,14,22,19,13,17,53,59,56,55,57
18db06d1-694c-4e15-8132-27fe8dea2c97,06/03/2019,10,--,14,12,13,-,66,--,57,59
0bb55fdd-80bf-497b-9fff-081e9c05f46c,07/03/2019,13,16,14,14,--,45,54,52,52,54
0bfe0f0f-48f7-45f8-90f0-e3a9b4f2560c,08/03/2019,14,23,21,14,28,54,61,59,54,58
d3941908-2138-459b-8fb7-2a53776607c6,09/03/2019,14,16,--,15,17,56,60,58,55,67
b24d782e-0bfb-4170-a402-d1176cdf5470,10/03/2019,15,12,9,9,9,55,55,48,47,52
76447edf-9b8d-48da-913c-5582965957eb,11/03/2019,15,--,16,12,15,53,53,53,48,56
3f0ae538-52a0-4e80-8e75-20e19913c1d4,12/03/2019,13,16,-,9,15,54,58,60,37,55
c09c5f19-0ed8-4cca-a575-d540a3dfb4b8,13/03/2019,13,19,--,14,14,51,56,56,46,51
ae215b4d-891b-4b50-9bc0-4194ea99579f,14/03/2019,12,16,14,10,15,50,55,53,52,55
af807fcd-0575-47b3-9dac-3c62cd7857f8,15/03/2019,--,16,16,12,17,52,57,57,49,56
3c345660-fc31-4da0-8d67-712280829b4b,16/03/2019,14,15,17,11,14,53,--,-,52,55
4cc49976-d924-4e4b-9353-5854da69d8c7,17/03/2019,16,15,16,20,--,52,-,-,-,54
538c5eef-7f70-40df-a69f-8e15ae6dad35,18/03/2019,14,22,19,16,18,55,62,62,58,58
25fbbd59-f0cd-4690-9712-c668511ed9e3,19/03/2019,--,18,20,12,16,55,61,60,52,59
a21f5e23-a539-4875-b9da-2aee0d884609,20/03/2019,15,18,14,14,22,53,59,58,52,59
d4113a56-6076-44bc-821a-a5d249701e4b,21/03/2019,10,12,17,9,13,56,56,55,52,54
8581268e-c42f-4557-9b81-16d7ae1530fd,22/03/2019,19,--,23,13,20,55,55,57,37,-
43f610a3-bf82-4449-82cd-ef14b9a6080a,23/03/2019,18,29,24,18,23,60,71,67,59,62
e77c2e44-8db7-4757-a1b3-897374866653,24/03/2019,-,12,16,11,19,53,59,58,57,61
8b1bb1b0-162e-420e-840d-df6682fd3467,25/03/2019,16,26,--,18,20,55,67,64,58,62
3e72b048-7ca3-430a-a252-d4b75eaca0ab,26/03/2019,11,14,11,--,--,52,53,53,54,57
ba256df1-ac92-409b-82d1-11ce30d79056,27/03/2019,-,-,14,13,19,52,53,51,51,58
72e5c240-417a-49cf-ae31-fcbb7c709327,28/03/2019,16,24,19,14,18,56,--,59,54,62
aa9e0e2a-5a01-4405-985c-e0c6bfa0c426,29/03/2019,17,20,17,15,13,55,60,58,53,54
d37f1f91-33f7-46bd-9206-d417ff7f27e9,30/03/2019,19,22,19,16,21,55,-,56,56,58
9f3ff3ac-54f1-4a96-8d88-e9c256f4cb98,31/03/2019,29,27,25,17,20,68,73,70,57,-
1b3da2d8-e185-4366-843c-463b89ea9057,01/04/2019,11,17,19,7,13,58,59,58,52,56
42f4c1c0-e089-4a4d-9590-741f6e044d72,02/04/2019,13,16,19,13,18,53,54,59,38,56
30a835f3-3054-48bc-959d-d48521e739f9,03/04/2019,11,-,11,8,--,--,56,56,51,58
7f83506c-5edb-43f6-aab7-131492e2594a,04/04/2019,9,9,12,6,11,42,48,51,29,48
e5cd898a-d87f-4f69-979b-1a34353ddf13,05/04/2019,11,11,11,10,14,43,48,49,38,49
cfef492a-fd84-4939-bbad-a0927e711d94,06/04/2019,9,12,--,-,12,49,-,48,53,51
479c60de-89f5-4caa-bf53-e41fe81666ff,07/04/2019,12,14,11,-,12,47,53,49,54,57
12c2492a-c88a-419a-8d23-60bf3a59e539,08/04/2019,10,14,12,9,11,42,53,52,51,47
9983a19d-f808-4d4a-9e28-f04b5c896053,09/04/2019,11,18,14,--,15,--,56,53,45,53
e9821ddb-305e-45c8-8f84-ec2af9c3298a,10/04/2019,16,21,20,13,18,51,59,54,--,55
a3b14725-3b27-4e9a-a36b-7e96de03f341,11/04/2019,20,26,24,-,23,59,65,65,58,61
f2666113-516a-415c-9762-0d85a42b9f5a,12/04/2019,17,19,13,18,10,60,-,58,60,56
7da82157-bad1-4ca5-bc51-db490d24f7ec,13/04/2019,11,10,8,15,11,57,59,59,56,--
6640fc9f-7066-4d8d-b3f7-ced3d556f2dc,14/04/2019,8,9,9,11,9,43,49,37,52,39
81f90a8d-ebfe-4bde-b0a3-a9ad1dd669dc,15/04/2019,12,10,8,10,9,49,41,35,41,40
101e2b81-7d43-4201-bfa1-99e4b274be1e,16/04/2019,12,9,8,10,8,44,41,38,44,38
90b0a232-ac21-44a0-b71d-562a210a919f,17/04/2019,17,17,16,-,15,55,-,54,51,--
57f8504c-da39-40be-84db-a962c927892a,18/04/2019,19,18,17,19,-,60,60,57,58,58
27a187a0-3555-4e9e-862c-cf9dcb900ed5,19/04/2019,15,--,14,-,16,-,57,54,57,55
711eeaeb-27e7-44a3-bcb9-9ae47f96bdb2,20/04/2019,21,27,22,16,18,--,62,61,56,56
23f35668-0fb0-40c5-a0d9-46d7478df628,21/04/2019,19,16,15,21,18,63,61,58,63,59
e68703d8-2afa-4199-a928-fe7dd911ce20,22/04/2019,11,12,12,11,14,52,56,-,53,55
a2e906ae-830b-4c06-a65d-16434016e066,23/04/2019,15,24,-,14,18,55,63,57,55,60
7a84d7d5-148f-4993-8dba-5bb577b40df8,24/04/2019,19,16,17,10,16,55,56,57,40,55
e3f8d528-7acd-4d90-b0ff-c3c1782da4c8,25/04/2019,14,20,17,--,22,55,59,57,56,58
268bb978-257b-4749-a680-44b0af2b0fb3,26/04/2019,15,-,15,8,13,55,65,57,58,61
7479f5a2-4f5f-4c84-ae14-ecc2d9caec3d,27/04/2019,9,8,5,9,8,--,49,45,--,39
30b3a80a-4987-4f53-b96d-cccda805b561,28/04/2019,-,15,14,11,13,41,39,30,43,43
7f8397ba-8ce4-45fb-8610-c7d81529d539,29/04/2019,11,8,9,13,13,52,59,55,54,53
c6d15bc6-e354-4fe9-abaa-b63acdb8bd51,30/04/2019,15,17,7,10,17,-,53,43,52,54
0ec12a6f-19eb-42c3-a662-20293d59ca6b,01/05/2019,22,22,14,20,23,61,64,54,58,62
a6094423-1d90-4815-8e75-0b455c770fbe,02/05/2019,26,29,24,22,26,61,--,65,59,65
f0c0d314-f65f-46c9-b286-45788d40c0bc,03/05/2019,28,--,26,33,32,73,74,67,-,79
495ab974-12ee-4edd-9ed7-701e9dd92844,04/05/2019,21,14,20,20,17,67,59,65,67,64
16bbd2d8-5cf3-4e32-97e5-933907f9f011,05/05/2019,12,16,16,10,9,61,56,58,59,-
c59ec132-67c0-4965-8e33-81f69f62ac94,06/05/2019,8,8,10,7,7,--,43,43,-,29
c9801be2-e0d6-4d03-9e81-52abbaaf3cbd,07/05/2019,14,10,14,-,16,49,52,48,37,49
5130c769-e3b2-4019-a13b-ed148c9667a4,08/05/2019,-,-,11,9,12,48,52,54,44,-
08f2692c-f376-41e1-89fa-efcb97f27cf1,09/05/2019,14,16,18,9,14,53,53,54,--,-
c42f0b86-a474-4a1e-b4cb-9b2489f578c5,10/05/2019,14,12,17,9,16,52,52,55,41,53
19eb96cb-7bfc-44b3-b04b-1fb8787b53d2,11/05/2019,22,21,24,16,22,58,63,63,58,59
2bb11abb-1500-44ab-b731-063b62169f3a,12/05/2019,24,16,21,--,22,62,58,61,60,62
640b35d2-bd70-408e-9864-ade6836af82f,13/05/2019,--,12,14,16,18,64,53,58,57,64
33143fb8-fdcd-48a7-b166-d17c7476250b,14/05/2019,19,11,12,20,12,63,54,59,61,60
df865765-7036-4a36-b305-445713769af1,15/05/2019,15,13,15,13,-,55,52,56,53,53
14b57d44-e811-4105-b0b3-eba021e2a35a,16/05/2019,15,13,16,10,12,-,51,53,42,52
38dafdb2-ba4d-4b8e-b2a7-7d83e57b08fd,17/05/2019,12,12,13,8,11,53,57,54,43,45
363c0125-e7d6-4147-b248-e79038571ec5,18/05/2019,14,13,12,10,13,53,52,51,-,53
5d20ad16-28df-4877-8160-77b1b7226934,19/05/2019,9,10,10,8,10,47,--,48,40,45
228c3db8-9cc9-4897-ba34-e629c45567d4,20/05/2019,11,12,14,14,10,52,52,-,51,49
45031509-c7e5-40f9-b43e-0c4ccb338d80,21/05/2019,10,9,11,11,9,43,41,46,48,43
e8358146-af9e-49a0-b79d-278f928f05f7,22/05/2019,14,8,9,15,10,55,48,52,53,55
efea5db7-1fc5-4a91-9bfd-56bfc055682e,23/05/2019,9,6,7,11,6,52,32,-,53,-
95273932-c63c-40c1-a75f-bb3e646d9baa,24/05/2019,11,8,8,11,8,51,32,42,44,--
705cb44e-2e3b-4392-b89d-adb9ab1c91a6,25/05/2019,8,7,7,7,7,42,42,27,38,34
f28cb9ec-702c-4e7f-bfcc-3aabbcb3dede,26/05/2019,7,6,7,--,6,27,31,29,--,26
be08bd90-6af2-45f9-9b0c-6272ba9e52db,27/05/2019,7,6,8,6,7,29,36,30,36,27
424b943b-4b97-47a4-bf23-1fe52b62d2b9,28/05/2019,6,6,7,6,6,26,32,31,-,27
72e2320c-e965-483c-9a65-3719833ea2df,29/05/2019,--,7,8,9,9,31,33,31,35,33
4a9728b3-b995-4724-bc9f-01f2abcd1ea6,30/05/2019,13,9,8,7,10,47,37,49,36,46
0bb03578-fa4a-4ae9-8504-9e6fedc5d5d9,31/05/2019,11,7,--,10,8,52,37,--,51,44
4e28e9da-f302-47f6-bf6e-cf0a236195c9,01/06/2019,10,9,8,7,10,52,34,34,34,-
f0787d21-b919-4be4-8105-1c9f57192d74,02/06/2019,11,6,6,--,10,--,34,32,34,40
3ee46f9c-3ed7-4a7d-bbaa-fb7b4c401b93,03/06/2019,12,9,8,11,11,-,41,-,41,47
9fc0a8a9-24a2-477e-a2a3-979f624078d1,04/06/2019,13,12,7,10,13,48,49,--,36,46
09a02459-31f3-4a88-8dba-86580c299039,05/06/2019,9,6,7,10,-,52,49,33,48,51
752ef23a-cdfc-413f-8472-083c0c468914,06/06/2019,12,9,8,13,10,45,34,31,52,37
e0954546-87dd-405d-8447-dda4dcbf96c1,07/06/2019,9,8,8,6,8,40,37,36,34,35
147d1840-3b76-4870-9af6-6153b2f3070d,08/06/2019,14,14,17,12,15,56,54,--,49,54
7e912a67-e539-498c-a1d3-3293a9b466ed,09/06/2019,8,11,9,9,11,43,46,37,44,48
43e1e4d2-9941-4705-9325-b6385c3ffba5,10/06/2019,11,11,10,12,13,46,51,38,45,45
76a0bfb6-58d4-4419-876d-72b8d42aff72,11/06/2019,9,9,8,7,--,40,49,37,41,49
d1f69399-3412-4f46-8ac1-1c4b82ad120a,12/06/2019,-,6,5,6,5,30,30,28,29,25
c77ffd6f-0162-441a-b040-c0dc17790e3a,13/06/2019,8,7,7,7,9,32,34,28,32,34
589ac855-4a4f-49b9-8b5b-3b705c782e59,14/06/2019,7,6,7,5,-,30,30,31,28,--
8d1a256f-0240-439e-9d6c-f26d449ad520,15/06/2019,10,--,8,5,10,40,33,34,26,35
1e5a184f-0849-4345-a4f8-99300b060cb0,16/06/2019,10,10,10,-,7,45,45,44,32,45
befa46ce-bc99-456f-a9f8-e9c8cd46747c,17/06/2019,8,7,7,7,7,--,32,33,30,26
4d5b2ad5-64f8-43d2-b654-0c3d3956fda3,18/06/2019,8,9,--,9,9,40,33,34,34,38
95d63a22-f9c3-4640-88a2-97c12bf86935,19/06/2019,12,12,10,9,11,45,42,--,43,47
6ab302d6-fd4d-4a81-80eb-f04e95e2a896,20/06/2019,7,8,6,7,9,37,38,33,48,45
2bed0504-b5bb-49d5-9fa2-4e42478591d7,21/06/2019,10,7,8,8,--,43,39,37,37,42
65dc17ce-8aac-4c07-a1b8-362a449a38f9,22/06/2019,9,9,9,8,10,43,36,35,31,37
ebd91436-7574-4c44-b6b0-64ff11929845,23/06/2019,9,6,7,7,7,40,40,36,41,38
b57c7094-86e3-4e41-beb2-ccc78561b1f2,24/06/2019,10,8,12,9,11,37,34,32,30,38
de7dd563-b5ae-4bd5-8e03-90fe1cf44af8,25/06/2019,16,-,17,18,16,54,57,56,56,--
02da0e2f-9ae9-4869-a36c-d04e45015d2a,26/06/2019,14,15,14,17,14,55,57,55,57,56
66b2f31b-dd03-4829-8413-b8e5052a592d,27/06/2019,--,18,15,17,14,57,58,55,59,56
d32e61ca-4e36-42e1-9cf8-ec0dd57deb8f,28/06/2019,--,--,12,12,10,48,52,52,52,45
86667a11-3653-4d7f-89b3-555f8c942b20,29/06/2019,17,21,18,15,15,53,57,54,54,55
c6a66b89-f073-4d92-b782-374e550a7ab9,30/06/2019,13,--,13,13,12,53,58,54,--,53
a52e7328-4191-45c9-b166-025874e9c03e,01/07/2019,13,14,14,13,14,51,51,52,51,48
b5161551-75ac-4157-822e-7d060d4b4759,02/07/2019,16,-,17,15,16,52,55,--,52,--
86014be3-4a1c-4f1d-9bb2-85d4060ed73f,03/07/2019,20,22,20,-,20,59,62,60,60,59
bac794b2-aed1-4f4b-8495-4c9b4f21b453,04/07/2019,20,21,19,18,17,59,63,60,61,62
80087c7f-0b9b-4e20-9d99-f71ac79fdf0c,05/07/2019,11,13,10,10,--,55,57,54,53,--
60747e4c-60b7-41ec-9668-85d6332a9d7f,06/07/2019,9,9,13,9,8,37,40,52,41,35
7130ed84-807a-44c0-b99d-02460e3b3de3,07/07/2019,11,-,9,10,11,53,44,45,42,43
719caa76-aeb1-482f-b8c2-10e2f21eb032,08/07/2019,-,9,10,11,8,55,44,45,43,45
4d25d437-451e-4787-99c5-7fa051a7f63a,09/07/2019,12,11,15,14,--,54,51,53,51,41
cd9dce22-f7e2-40a4-83e8-e4d188d2204f,10/07/2019,12,12,-,13,14,48,51,53,52,51
8c671427-a1f7-4fef-afc9-bf9282103b84,11/07/2019,11,12,9,--,12,48,51,48,-,49
8eef5c8d-7764-48aa-9414-dc8c4b43e9bc,12/07/2019,--,11,11,10,9,44,50,47,-,47
08de2876-1a2e-4f54-87ef-088685cfd703,13/07/2019,10,12,12,10,10,42,51,47,43,44
54fe5f7e-b2ce-4fdd-8727-526fb33c72c9,14/07/2019,--,12,--,11,10,42,51,46,-,--
a240702c-7e0a-48ab-a741-b7e89e6ff5f5,15/07/2019,14,-,17,13,13,54,58,56,53,54
0afea563-ebfc-46aa-bfe4-ddcc5ed8dd6f,16/07/2019,15,16,--,--,15,54,-,55,53,52
ae9f8e37-1f45-4750-8478-fa126d4b1202,17/07/2019,17,18,17,19,18,56,57,--,57,57
f873057d-ed77-40d0-9ff5-534e0ff637f5,18/07/2019,-,16,16,18,16,55,57,56,58,54
12cf631c-5057-458f-a1c8-59c9b3e43131,19/07/2019,11,13,13,11,13,51,54,55,55,54
0a437fe3-ce4a-4194-a334-fedca8c14f2c,20/07/2019,13,14,14,14,14,50,52,52,--,-
62750026-bf2d-4f1f-b8ee-7daec26039b7,21/07/2019,-,14,16,15,15,55,55,56,55,54
53f91d94-4032-4f90-910c-527f2da86f56,22/07/2019,8,7,11,--,8,52,45,52,51,46
bdec64e8-1ad0-469c-9892-dd00674c2579,23/07/2019,11,--,7,13,7,48,34,47,53,47
107d636f-a4d4-4ee3-8eba-b42add0219df,24/07/2019,--,10,12,15,13,55,42,44,55,-
40f20c76-3a01-436c-8a74-209249b9623d,25/07/2019,12,12,12,14,13,52,50,--,52,49
04ebea35-05f7-42ac-ab38-4349f1a829d8,26/07/2019,12,11,13,14,14,52,-,54,53,52
ef5a9f06-b26f-41ff-990c-e1361cc5dfde,27/07/2019,-,12,12,13,12,52,-,54,54,52
8b5e50cc-b73a-4586-81cb-30a73cfb102b,28/07/2019,13,10,12,13,12,52,51,51,54,53
417c0869-8f4b-4a76-a468-acc470dabfc1,29/07/2019,--,18,17,-,17,51,52,52,51,50
374d3ea1-6d80-4f5c-a5f5-805aedeb33d0,30/07/2019,19,21,18,20,19,-,59,59,59,58
a1842964-0554-47eb-b4ae-524bc67f6d32,31/07/2019,17,-,--,16,18,59,60,61,60,62
efd36e28-a251-419e-b019-f594aeaf0682,01/08/2019,-,18,17,-,17,57,-,57,56,57
7325a9bf-a066-47b7-8180-992a4b9a0a18,02/08/2019,17,18,18,19,18,57,57,57,58,57
cd0f5b28-531c-4f3d-9a61-3be732ea67fb,03/08/2019,15,16,16,15,14,56,54,--,57,55
21aa7a71-3e40-4c1f-8242-1ea42507b833,04/08/2019,13,14,14,12,15,53,54,54,54,54
d575c210-23ef-4b98-8c14-f7d675c44bc0,05/08/2019,19,20,22,20,20,55,56,--,56,55
151919bb-373b-4fde-9c90-f80d9c309d58,06/08/2019,24,-,24,23,23,63,68,65,64,-
884a22a0-1554-40c3-9488-e978b9b8d1c8,07/08/2019,23,26,23,21,24,62,67,64,63,63
5e79afab-a8df-4057-a6e0-f487eb6bcd5e,08/08/2019,23,26,26,25,23,63,68,66,66,--
1f387421-d2a1-48d4-8541-cb0ce4e8b2f7,09/08/2019,24,27,25,25,23,64,68,66,65,64
8a57fe02-6146-4a25-a9ba-9c6070a5803c,10/08/2019,22,25,22,23,20,62,68,66,64,63
28487fbf-830c-4ebd-9738-c9e93b32f393,11/08/2019,19,20,21,22,19,--,61,62,62,59
a918b9c5-500d-42d0-9488-e6052a3fb34e,12/08/2019,17,17,19,18,17,57,58,59,59,--
6cdc731d-a213-4fad-82ad-9d890667bcdb,13/08/2019,-,19,19,20,20,58,59,59,60,--
053e2a19-04b2-4ee0-9066-86073e374b04,14/08/2019,15,16,-,17,19,56,55,55,-,57
be02727f-0580-406b-82a3-7449ea0c5613,15/08/2019,17,16,17,19,18,59,57,57,59,--
45fc6fba-fef7-42ba-95c5-66edff46b897,16/08/2019,18,18,-,16,18,59,58,-,-,58
50d60c27-ee9b-4956-97e2-d4ff01913c2e,17/08/2019,18,26,21,21,22,58,62,61,59,--
afaeda55-683c-4556-b262-f175e05689c8,18/08/2019,19,20,18,16,20,-,65,61,61,63
d48517e9-c6bc-410d-b0d8-0404311a6456,19/08/2019,-,18,-,16,18,55,58,55,56,-
a49714f4-c301-4c2e-9576-a21f3530b342,20/08/2019,19,23,-,18,20,55,61,60,59,59
ae0de697-cc26-47ff-a4b2-d3522bfa8be8,21/08/2019,16,22,17,16,17,57,62,59,57,58
f1a48bbe-26ea-4ed7-85d5-cacf553ac761,22/08/2019,-,16,13,13,16,-,59,--,--,56
1c800a5b-240d-4dd1-9eec-122e55fddd6e,23/08/2019,14,16,--,-,-,52,--,54,53,55
3ca20359-d843-476b-b65f-48448b7ca989,24/08/2019,16,21,19,18,19,55,59,-,57,57
cccf2dfe-34b2-4de3-8d6f-6eb684d8a9aa,25/08/2019,19,21,20,21,20,--,62,59,-,60
a87a6a1c-5e10-4675-9211-a9fe3567867d,26/08/2019,29,29,25,31,24,73,73,67,--,71
120cb18e-7afd-4ab0-8e96-b403eabcc9ed,27/08/2019,21,20,-,22,18,63,63,59,62,-
7e6f5924-f34a-4b53-b7f1-0968775cef19,28/08/2019,-,21,19,16,17,--,--,58,59,60
4a299f4a-b806-4a38-9a35-912cc3c4dfd6,30/08/2019,16,18,19,--,17,56,58,59,59,57
d56d597f-4dd3-45c5-b65d-2b71a458063c,31/08/2019,20,20,21,18,17,54,57,59,57,56
5057b67c-8d68-44eb-ab93-211d75ca26e4,01/09/2019,22,25,25,25,22,61,63,64,63,60
e7dab620-9b88-446f-9663-5d457748fe78,02/09/2019,20,26,22,23,22,61,66,64,64,62
6822c138-f50e-44a2-885c-e730b7a7b0ab,03/09/2019,22,23,19,23,21,62,66,62,64,-
b7a7dd32-7819-434a-88e5-0e8113e66c7a,04/09/2019,17,19,18,20,17,-,63,61,62,60
fe2baf1d-ea96-475b-a37b-82ff7e5f1167,05/09/2019,22,26,26,26,23,59,--,-,63,61
811d866c-9595-43ed-b109-8ea7bafc2ae8,06/09/2019,-,26,25,26,25,63,69,65,67,-
d0ca7d88-84c9-4bf5-bf8c-796f3be7d396,07/09/2019,25,27,24,29,27,66,71,68,70,67
2a944e00-1ea9-4b71-a61a-994afff59ac1,08/09/2019,24,29,26,26,25,--,71,66,69,67
58b38604-6ad7-4486-8e28-febe26028d54,09/09/2019,37,46,42,40,37,72,80,77,75,75
adc7b64f-8ab6-4061-9a53-a83a77db0c8b,10/09/2019,42,51,44,46,42,84,95,92,86,84
56aaeb1c-c80e-4785-9562-e3535f0a1a45,11/09/2019,27,32,31,29,28,75,79,76,77,74
5d467ea8-6879-4df3-8912-e816a32e1c17,12/09/2019,38,51,48,44,43,68,78,74,72,69
d950e0cb-4077-4109-9ac4-f2f9f485ed8a,13/09/2019,43,51,-,51,47,84,97,92,90,90
cd73234f-8c03-4728-83ce-841e00038ada,14/09/2019,61,59,57,69,58,88,95,87,94,87
d7ce66e1-e13f-477c-b7d0-fdee3ada065a,15/09/2019,44,43,40,53,45,107,118,106,118,105
869b193f-b709-43e2-8014-1f542cfa3a1c,16/09/2019,31,37,29,35,32,78,84,77,86,80
49552a9b-a19e-4e22-b991-42231314d74f,17/09/2019,49,63,54,55,47,86,94,-,95,86
2a92b21d-4795-4de4-986d-83d309e403f4,18/09/2019,--,102,--,87,--,111,126,-,115,111
fb825b20-6aa5-49fe-a1a0-acda34cd0c58,19/09/2019,26,-,27,35,24,112,--,120,119,111
c579af6f-9c84-4a59-8ddd-f4dfd8e65f55,20/09/2019,25,28,26,23,-,64,--,-,65,63
955d5c1c-b82a-490c-a0e8-dc660e3ead02,21/09/2019,44,57,53,53,--,92,100,96,93,95
57f8d396-1cf1-4efc-aac7-fd3890011735,22/09/2019,71,78,81,69,73,96,113,107,100,100
58048e83-23cb-4eeb-9d0a-1bbeadb5b30e,23/09/2019,45,60,50,54,49,109,119,111,110,109
6ae6e2d3-3650-4727-b52d-bac5ed06f3de,24/09/2019,35,44,36,37,37,83,96,90,90,87
d2f07ecd-bf6c-4c8e-a88b-1bea9c3f2a64,25/09/2019,20,22,20,19,18,-,75,71,68,66
